#Time,DropRate
0,0.0
1000000000,0.0
2000000000,0.0
3000000000,0.0
4000000000,0.0
5000000000,0.0
6000000000,0.0
7000000000,0.0
8000000000,0.0
9000000000,0.0
10000000000,0.0
11000000000,0.0
12000000000,0.0
13000000000,0.10921052631578948
14000000000,0.24153498871331827
15000000000,0.31211498973305957
16000000000,0.3343195266272189
17000000000,0.391304347826087
18000000000,0.42759211653813195
19000000000,0.45053147996729354
20000000000,0.4770070148090413
21000000000,0.5066079295154186
22000000000,0.5252454417952315
23000000000,0.5474747474747474
24000000000,0.5731629392971246
25000000000,0.03604153940134392
26000000000,0.0
27000000000,0.0
28000000000,0.0
29000000000,0.0
30000000000,0.0
31000000000,0.0
32000000000,0.0
33000000000,0.0
34000000000,0.0
35000000000,0.0
36000000000,0.0
37000000000,0.0
38000000000,0.0
39000000000,0.0
40000000000,0.0
41000000000,0.0
42000000000,0.0
43000000000,0.0
44000000000,0.0
45000000000,0.0
46000000000,0.0
47000000000,0.0
48000000000,0.0
49000000000,0.0
