#Time, Throughput
0,0
1000000000,0
2000000000,0
3000000000,0
4000000000,0
5000000000,0
6000000000,0
7000000000,0
8000000000,0
9000000000,0
10000000000,0
11000000000,0
12000000000,0
13000000000,49104.0
14000000000,147312.0
15000000000,213528.0
16000000000,270816.0
17000000000,303552.0
18000000000,357120.0
19000000000,412920.0
20000000000,467976.0
21000000000,508896.0
22000000000,553536.0
23000000000,607848.0
24000000000,656208.0
25000000000,705312.0
26000000000,707544.0
27000000000,662904.0
28000000000,610080.0
29000000000,559488.0
30000000000,517824.0
31000000000,461280.0
32000000000,398040.0
33000000000,362328.0
34000000000,308760.0
35000000000,127968.0
36000000000,75144.0
37000000000,76632.0
38000000000,66216.0
39000000000,744.0
40000000000,0
41000000000,0
42000000000,0
43000000000,0
44000000000,0
45000000000,0
46000000000,0
47000000000,0
48000000000,0
49000000000,0
